,Label,Abbreviation,Name,Chinese,Opening Year,Closing Year,Address,Postcode,Lat,Long
120,EW19,QUE,Queenstown,女皇镇,1988.0,,301 Commonwealth Avenue,149729.0,1.29444166666666,103.806113888888
121,EW2,TAM,Tampines,淡滨尼,1989.0,,20 Tampines Central 1,529538.0,1.3532089,103.9451666
122,EW20,COM,Commonwealth,联邦,1988.0,,375 Commonwealth Avenue,149735.0,1.30255833333333,103.798225
123,EW21,BNV,Buona Vista,波那维斯达,1988.0,,100 North Buona Vista Road,139345.0,1.30733333333333,103.790027777777
124,EW22,DVR,Dover,杜弗,2001.0,,200 Commonwealth Avenue West,138677.0,1.31131388888888,103.778658333333
125,EW23,CLE,Clementi,金文泰,1988.0,,3150 Commonwealth Avenue West,129580.0,1.31530277777777,103.765244444444
126,EW24,JUR,Jurong East,裕廊东,1988.0,,10 Jurong East Street 12,609690.0,1.33333333333333,103.742222222222
127,EW25,CNG,Chinese Garden,裕华园,1988.0,,151 Boon Lay Way,609959.0,1.34271111111111,103.732466666666
128,EW26,LKS,Lakeside,湖畔,1988.0,,201 Boon Lay Way,649845.0,1.34458888888888,103.721138888888
129,EW27,BNL,Boon Lay,文礼,1990.0,,301 Boon Lay Way,649846.0,1.33888333333333,103.706208333333
130,EW28,PNR,Pioneer,先驱,2009.0,,31 Jurong West Street 63,648310.0,1.33757777777777,103.697216666666
131,EW29,JKN,Joo Koon,裕群,2009.0,,91 Joo Koon Circle,629116.0,1.32773888888888,103.678486111111
132,EW3,SIM,Simei,四美,1989.0,,30 Simei Street 3,529888.0,1.3431763,103.9533787
133,EW30,GCL,Gul Circle,卡尔圈,2017.0,,7A Tuas Road,637288.0,1.3196018,103.6607218
134,EW31,TCR,Tuas Crescent,大士弯,2017.0,,90 Pioneer Road,639608.0,1.32113888888888,103.649
135,EW32,TWR,Tuas West Road,大士西路,2017.0,,131 Pioneer Road,639609.0,1.33005555555555,103.639611111111
136,EW33,TLK,Tuas Link,大士连路,2017.0,,20 Tuas West Drive,638418.0,1.34027777777777,103.636805555555
137,EW4,TNM,Tanah Merah,丹那美拉,1989.0,,920 New Upper Changi Road,467356.0,1.32735833333333,103.946344444444
138,EW5,BDK,Bedok,勿洛,1989.0,,315 New Upper Changi Road,467347.0,1.32403888888888,103.930036111111
139,EW6,KEM,Kembangan,景万岸 / 景萬岸,1989.0,,55 Sims Avenue East,416551.0,1.32098333333333,103.912841666666
140,EW7,EUN,Eunos,友诺士,1989.0,,30 Eunos Crescent,409423.0,1.319725,103.903108333333
141,EW8,PYL,Paya Lebar,巴耶利峇,1989.0,,30 Paya Lebar Road,409006.0,1.31777777777777,103.8925
142,EW9,ALJ,Aljunied,阿裕尼,1989.0,,81 Lorong 25 Geylang,388310.0,1.31644166666666,103.882980555555
143,JE1,TGP,Tengah Plantation,登加种植,2028.0,,,,1.35722222222222,103.733333333333
144,JE2,TGK,Tengah Park,登加公园,2028.0,,,,1.35222222222222,103.736666666666
145,JE3,BBW,Bukit Batok West,武吉巴督西,2028.0,,,,1.34555555555555,103.739722222222
146,JE4,TGN,Toh Guan,卓源,2028.0,,,,1.33972222222222,103.7425
147,JE5,JUR,Jurong East,裕廊东,2028.0,,10 Jurong East Street 12,609690.0,1.33333333333333,103.742222222222
148,JE6,JTH,Jurong Town Hall,裕廊镇大会堂,2028.0,,,,1.32611111111111,103.746111111111
149,JE7,PDR,Pandan Reservoir,班丹蓄水池,2028.0,,,,1.32,103.745
150,JS1,CCK,Choa Chu Kang,蔡厝港,2027.0,,10 Choa Chu Kang Avenue 4,689810.0,1.385,103.744444444444
151,JS10,TKN,Tukang,都康,2029.0,,,,1.32527777777777,103.709166666666
152,JS11,JRH,Jurong Hill,裕廊山,2029.0,,,,1.31861111111111,103.710277777777
153,JS12,JRP,Jurong Pier,裕廊渡头,2029.0,,,,1.31305555555555,103.710277777777
154,JS2,CKW,Choa Chu Kang West,蔡厝港西,2027.0,,,,1.3790999,103.7378208
155,JS3,TGH,Tengah,登加,2027.0,,,,1.36638888888888,103.73
